"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"322","WBGene00008824","F14H3.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F14H3.5 is enriched in the cephalic sheath cell, the germ line, the hypodermis, and the pharyngeal muscle cell based on tiling array and RNA-seq studies\; is affected by several genes including glp-1, skn-1, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by seven chemicals including Lithium Chloride, Rotenone, and 4-bromodiphenyl ether based on microarray and RNA-seq studies."
"323","WBGene00008859","F15D4.2","Proteolysis general","Proteolysis general: unassigned","Proteolysis general: unassigned","F15D4.2 is an ortholog of human CAAP1\; is predicted to encode a protein with the following domain: Caspase activity and apoptosis inhibitor 1."
"324","WBGene00008883","F16B12.7","Signaling","Signaling: unassigned","Signaling: unassigned","F16B12.7 is predicted to have ATP binding activity and protein kinase activity."
"325","WBGene00008898","F16H6.8","Unassigned","Unassigned","Unassigned","F16H6.8 is enriched in the pharyngeal muscle cell based on tiling array studies\; is affected by hpl-2, sir-2.1, and eat-2 based on tiling array and microarray studies\; is affected by Sirolimus based on microarray studies."
"326","WBGene00008899","F16H6.9","Unassigned","Unassigned","Unassigned","F16H6.9 is enriched in the intestine based on RNA-seq studies\; is affected by several genes including eat-2, sir-2.1, and pgl-1 based on RNA-seq and microarray studies\; is affected by five chemicals including methylmercuric chloride, stavudine, and Zidovudine based on microarray and RNA-seq studies."
"327","WBGene00008903","F17A2.4","Pseudogene","Pseudogene","Pseudogene","N.A."
"328","WBGene00008907","F17B5.3","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-109 is predicted to have carbohydrate binding activity."
"329","WBGene00008908","F17B5.4","Extracellular material","Extracellular material: chondroitin sulfotransferase","Extracellular material: chondroitin sulfotransferase","F17B5.4 is predicted to have chondroitin 4-sulfotransferase activity."
"330","WBGene00008935","F18C12.4","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F18C12.4 is enriched in the male based on RNA-seq studies\; is affected by several genes including hsf-1, eat-2, and npr-1 based on tiling array, RNA-seq, and microarray studies\; is affected by methylmercuric chloride based on microarray studies."
"331","WBGene00008941","F19B2.1","Pseudogene","Pseudogene","Pseudogene","srz-33 is affected by several genes including pgl-1, glh-1, and pgl-3 based on RNA-seq studies."
"332","WBGene00008942","F19B2.2","Pseudogene","Pseudogene","Pseudogene","srz-34 is affected by several genes including sir-2.1, pgl-1, and glh-1 based on microarray and RNA-seq studies."
"333","WBGene00008943","F19B2.4","Pseudogene","Pseudogene","Pseudogene","srz-36 is affected by several genes including lin-15B, hpl-2, and cyc-1 based on microarray and RNA-seq studies\; is affected by dibromoacetic acid based on microarray studies."
"334","WBGene00008947","F19B2.8","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srz","srz-16 is expressed in the intestine and the nervous system\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class z (Srz)."
"335","WBGene00008949","F19B6.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F19B6.3 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including sir-2.1, npr-1, and pgl-1 based on microarray and RNA-seq studies\; is affected by four chemicals including Tunicamycin, resveratrol, and paraquat based on microarray studies."
"336","WBGene00008958","F19H6.3","DNA","DNA: replication","DNA: replication","F19H6.3 is an ortholog of human RIF1 (replication timing regulatory factor 1)\; is predicted to encode a protein with the following domain: Telomere-associated protein  Rif1."
"337","WBGene00008984","F20E11.7","Unassigned","Unassigned","Unassigned","F20E11.7 is affected by several genes including eri-1, rrf-1, and cyc-1 based on microarray and tiling array studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF281."
"338","WBGene00008988","F20G2.5","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","F20G2.5 is involved in defense response to Gram-negative bacterium and innate immune response."
"339","WBGene00009017","F21D9.3","Unassigned","Unassigned","Unassigned","F21D9.3 is enriched in the body wall muscle cell and the coelomocyte based on tiling array studies\; is affected by several genes including alg-1, hpl-2, and spr-5 based on tiling array and microarray studies\; is affected by nine chemicals including methylmercuric chloride, Chlorpyrifos, and Diazinon based on microarray studies."
"340","WBGene00009019","F21D9.5","Pseudogene","Pseudogene","Pseudogene","F21D9.5 is enriched in the pharynx based on microarray studies\; is affected by several genes including clk-1, pgl-1, and sma-2 based on RNA-seq and microarray studies."
"341","WBGene00009076","F23B2.8","Pseudogene","Pseudogene","Pseudogene","F23B2.8 is affected by rsr-2 based on tiling array studies."
"342","WBGene00009077","F23B2.10","Unassigned","Unassigned","Unassigned","F23B2.10 is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by resveratrol and single-walled carbon nanotube based on microarray studies\; is predicted to encode a protein with the following domain: Zinc finger, RING-type."
"343","WBGene00009086","F23D12.2","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","F23D12.2 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including hsf-1, npr-1, and pgl-1 based on microarray and RNA-seq studies\; is affected by eight chemicals including D-glucose, Alovudine, and stavudine based on RNA-seq and microarray studies."
"344","WBGene00009122","F25H2.11","Development","Development: general","Development: general","tct-1 is an ortholog of human TPT1\; localizes to the endoplasmic reticulum."
"345","WBGene00009150","F26D2.12","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-234 is predicted to have carbohydrate binding activity."
"346","WBGene00009154","F26D2.16","Unassigned","Unassigned","Unassigned","F26D2.16 is enriched in the male based on RNA-seq studies\; is affected by several genes including pgl-1, sma-2, and sma-4 based on microarray, tiling array, and RNA-seq studies\; is affected by sodium arsenite based on RNA-seq studies."
"347","WBGene00009185","F27C8.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F27C8.5 is enriched in the germ line and the male based on proteomic and RNA-seq studies\; is affected by several genes including age-1, skn-1, and dpy-10 based on microarray and RNA-seq studies\; is affected by twelve chemicals including hydrogen sulfide, methylmercuric chloride, and manganese chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: BTB\/POZ domain and SKP1\/BTB\/POZ domain superfamily."
"348","WBGene00009268","F30A10.11","Unassigned","Unassigned","Unassigned","F30A10.11 is enriched in the NSM and the male based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, emb-4, and rsr-2 based on tiling array and RNA-seq studies\; is affected by multi-walled carbon nanotube, stavudine, and Zidovudine based on RNA-seq studies."
"349","WBGene00009281","F31B9.4","Unassigned","Unassigned","Unassigned","F31B9.4 is affected by several genes including bar-1, alg-1, and alg-2 based on microarray, tiling array, and RNA-seq studies\; is affected by Tunicamycin based on microarray studies."
"350","WBGene00009297","F31E9.4","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","sdz-16 is enriched in the hypodermis and the pharyngeal muscle cell based on tiling array studies\; is affected by several genes including eat-2, sir-2.1, and sma-2 based on RNA-seq and microarray studies\; is affected by nine chemicals including hydrogen sulfide, methylmercuric chloride, and Rotenone based on microarray and RNA-seq studies."
"351","WBGene00009313","F32B4.2","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: translocase","F32B4.2 is an ortholog of human TOMM20 (translocase of outer mitochondrial membrane 20) and TOMM20L\; human TOMM20 exhibits P-P-bond-hydrolysis-driven protein transmembrane transporter activity and unfolded protein binding activity."
"352","WBGene00009332","F32D8.8","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F32D8.8 is enriched in the Z1 and the Z4 based on RNA-seq studies\; is affected by several genes including daf-12, clk-1, and elt-2 based on tiling array, microarray, and RNA-seq studies\; is affected by methylmercuric chloride and Atrazine based on microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF268, Caenorhabditis species."
"353","WBGene00009391","F35C5.3","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: unassigned","F35C5.3 is predicted to have DNA binding activity."
"354","WBGene00009392","F35C5.4","Pseudogene","Pseudogene","Pseudogene","F35C5.4 is affected by clk-1 based on microarray studies\; is affected by resveratrol and tetrabromobisphenol A based on microarray studies."
"355","WBGene00009409","F35E2.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","F35E2.1 is affected by several genes including daf-16, daf-2, and sir-2.1 based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF1182."
"356","WBGene00009410","F35E2.2","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","F35E2.2 is affected by several genes including daf-2, sir-2.1, and hpl-2 based on tiling array, RNA-seq, and microarray studies\; is affected by four chemicals including methylmercuric chloride, Zidovudine, and adsorbable organic bromine compound based on microarray and RNA-seq studies."
"357","WBGene00009411","F35E2.3","Pseudogene","Pseudogene","Pseudogene","F35E2.3 is enriched in the FLP, the germ line, and the male based on microarray and RNA-seq studies\; is affected by several genes including clk-1, eat-2, and sir-2.1 based on RNA-seq and microarray studies\; is affected by methylmercuric chloride, Chlorpyrifos, and Sirolimus based on microarray studies."
"358","WBGene00009414","F35E2.7","Pseudogene","Pseudogene","Pseudogene","F35E2.7 is enriched in the male based on RNA-seq studies\; is affected by several genes including let-60, lin-4, and lin-14 based on RNA-seq and microarray studies\; is affected by resveratrol and Chlorpyrifos based on microarray studies."
"359","WBGene00009415","F35E2.8","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","F35E2.8 is affected by several genes including sir-2.1, pgl-1, and glh-1 based on tiling array, RNA-seq, and microarray studies\; is affected by methylmercuric chloride, stavudine, and allantoin based on microarray and RNA-seq studies."
