source,term_name,term_id,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
HP,Abnormality of the immune system,HP:0002715,1,0,1544,72,37,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00001756,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00004507,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007753,WBGENE00008158,WBGENE00008471,WBGENE00008527,WBGENE00009695,WBGENE00010017,WBGENE00010162,WBGENE00012233,WBGENE00013067,WBGENE00013072,WBGENE00013184,WBGENE00014128,WBGENE00016306,WBGENE00016778,WBGENE00018911,WBGENE00018912,WBGENE00019483,WBGENE00019613,WBGENE00021617,WBGENE00044734"
HP,Lymphadenopathy,HP:0002716,1,0,287,72,11,3143,"WBGENE00000213,WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Recurrent bacterial infections,HP:0002718,1,0,190,72,10,3143,"WBGENE00000002,WBGENE00001756,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00013072,WBGENE00016306,WBGENE00018911,WBGENE00018912"
HP,Recurrent infections,HP:0002719,1,0,863,72,23,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00001756,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00016778,WBGENE00018911,WBGENE00018912,WBGENE00021617"
HP,Immunodeficiency,HP:0002721,1,0,136,72,5,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527"
HP,Recurrent abscess formation,HP:0002722,1,0,22,72,2,3143,"WBGENE00013072,WBGENE00016306"
HP,Recurrent Aspergillus infections,HP:0002724,1,0,60,72,3,3143,"WBGENE00001756,WBGENE00018911,WBGENE00018912"
HP,Systemic lupus erythematosus,HP:0002725,1,0,19,72,1,3143,WBGENE00000213
HP,Recurrent Staphylococcus aureus infections,HP:0002726,1,0,58,72,3,3143,"WBGENE00001756,WBGENE00018911,WBGENE00018912"
HP,Chronic mucocutaneous candidiasis,HP:0002728,1,0,199,72,9,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Abnormal lymph node morphology,HP:0002733,1,0,292,72,11,3143,"WBGENE00000213,WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Respiratory insufficiency due to muscle weakness,HP:0002747,1,0,75,72,1,3143,WBGENE00019406
HP,Rickets,HP:0002748,1,0,250,72,10,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00007753,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Osteomalacia,HP:0002749,1,0,219,72,10,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00007753,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Downturned corners of mouth,HP:0002714,1,0,136,72,1,3143,WBGENE00008527
HP,Delayed skeletal maturation,HP:0002750,1,0,475,72,17,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00006953,WBGENE00007753,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00016777,WBGENE00020354,WBGENE00021617"
HP,Skeletal dysplasia,HP:0002652,1,0,175,72,4,3143,"WBGENE00001642,WBGENE00001695,WBGENE00006953,WBGENE00007753"
HP,Aortic dissection,HP:0002647,1,0,32,72,3,3143,"WBGENE00004026,WBGENE00006416,WBGENE00007753"
HP,Hypoplastic nipples,HP:0002557,1,0,43,72,5,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527"
HP,Absent nipple,HP:0002561,1,0,13,72,1,3143,WBGENE00008527
HP,Intestinal malrotation,HP:0002566,1,0,271,72,14,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Steatorrhea,HP:0002570,1,0,103,72,5,3143,"WBGENE00000002,WBGENE00001756,WBGENE00018911,WBGENE00018912,WBGENE00019406"
HP,Episodic vomiting,HP:0002572,1,0,45,72,1,3143,WBGENE00008527
HP,Hematochezia,HP:0002573,1,0,16,72,1,3143,WBGENE00014128
HP,Abnormal stomach morphology,HP:0002577,1,0,191,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Gastrointestinal dysmotility,HP:0002579,1,0,106,72,3,3143,"WBGENE00001756,WBGENE00018911,WBGENE00018912"
HP,Duodenal ulcer,HP:0002588,1,0,23,72,1,3143,WBGENE00001642
HP,Gastrointestinal atresia,HP:0002589,1,0,68,72,2,3143,"WBGENE00001695,WBGENE00006953"
HP,Polyphagia,HP:0002591,1,0,72,72,1,3143,WBGENE00008527
HP,Ileus,HP:0002595,1,0,63,72,3,3143,"WBGENE00001756,WBGENE00018911,WBGENE00018912"
HP,Abnormality of the vasculature,HP:0002597,1,0,1451,72,33,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00003701,WBGENE00004026,WBGENE00004750,WBGENE00006416,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007753,WBGENE00008158,WBGENE00008186,WBGENE00008527,WBGENE00009695,WBGENE00010017,WBGENE00012233,WBGENE00013067,WBGENE00013072,WBGENE00013184,WBGENE00014128,WBGENE00016306,WBGENE00016778,WBGENE00019406,WBGENE00019483,WBGENE00021617"
HP,Bowel incontinence,HP:0002607,1,0,41,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Scoliosis,HP:0002650,1,0,1045,72,31,3143,"WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00004507,WBGENE00004750,WBGENE00005013,WBGENE00006416,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007753,WBGENE00008158,WBGENE00008527,WBGENE00009695,WBGENE00010017,WBGENE00011779,WBGENE00012233,WBGENE00013067,WBGENE00013072,WBGENE00013184,WBGENE00016306,WBGENE00016778,WBGENE00019406,WBGENE00020354,WBGENE00021617"
HP,Celiac disease,HP:0002608,1,0,20,72,1,3143,WBGENE00016778
HP,Biliary cirrhosis,HP:0002613,1,0,25,72,1,3143,WBGENE00016778
HP,Hypotension,HP:0002615,1,0,113,72,5,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00016778"
HP,Aortic root aneurysm,HP:0002616,1,0,41,72,1,3143,WBGENE00006416
HP,Vascular dilatation,HP:0002617,1,0,145,72,4,3143,"WBGENE00004026,WBGENE00006416,WBGENE00007753,WBGENE00008527"
HP,Varicose veins,HP:0002619,1,0,29,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Atherosclerosis,HP:0002621,1,0,244,72,13,3143,"WBGENE00000213,WBGENE00001062,WBGENE00001642,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006416,WBGENE00006471,WBGENE00007753,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Abnormal venous morphology,HP:0002624,1,0,279,72,13,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Fat malabsorption,HP:0002630,1,0,117,72,6,3143,"WBGENE00000002,WBGENE00001756,WBGENE00014128,WBGENE00018911,WBGENE00018912,WBGENE00019406"
HP,Vasculitis,HP:0002633,1,0,47,72,1,3143,WBGENE00004026
HP,Arteriosclerosis,HP:0002634,1,0,250,72,13,3143,"WBGENE00000213,WBGENE00001062,WBGENE00001642,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006416,WBGENE00006471,WBGENE00007753,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Cerebral ischemia,HP:0002637,1,0,92,72,7,3143,"WBGENE00004026,WBGENE00004750,WBGENE00006416,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753"
HP,Neonatal respiratory distress,HP:0002643,1,0,310,72,11,3143,"WBGENE00001062,WBGENE00001642,WBGENE00003662,WBGENE00003671,WBGENE00004507,WBGENE00006471,WBGENE00007753,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Abnormal pelvic girdle bone morphology,HP:0002644,1,0,687,72,23,3143,"WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007753,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00011779,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00016778,WBGENE00021617"
HP,Wormian bones,HP:0002645,1,0,243,72,13,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00021617,WBGENE00044662"
HP,Cholestatic liver disease,HP:0002611,1,0,17,72,1,3143,WBGENE00014128
HP,Kyphoscoliosis,HP:0002751,1,0,180,72,2,3143,"WBGENE00008527,WBGENE00020354"
HP,Sparse bone trabeculae,HP:0002752,1,0,176,72,9,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Thin bony cortex,HP:0002753,1,0,213,72,11,3143,"WBGENE00001062,WBGENE00001642,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617,WBGENE00044662"
HP,Flared iliac wing,HP:0002869,1,0,41,72,2,3143,"WBGENE00001695,WBGENE00006953"
HP,Obstructive sleep apnea,HP:0002870,1,0,81,72,2,3143,"WBGENE00013072,WBGENE00016306"
HP,Central apnea,HP:0002871,1,0,68,72,6,3143,"WBGENE00001695,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953"
HP,Respiratory failure,HP:0002878,1,0,253,72,14,3143,"WBGENE00004507,WBGENE00008464,WBGENE00008883,WBGENE00010254,WBGENE00010692,WBGENE00011779,WBGENE00012516,WBGENE00015893,WBGENE00016541,WBGENE00017050,WBGENE00019086,WBGENE00019562,WBGENE00020071,WBGENE00022707"
HP,Hepatoblastoma,HP:0002884,1,0,53,72,1,3143,WBGENE00008527
HP,Ependymoma,HP:0002888,1,0,16,72,1,3143,WBGENE00008527
HP,Neoplasm of the liver,HP:0002896,1,0,208,72,3,3143,"WBGENE00000213,WBGENE00008527,WBGENE00016778"
HP,Embryonal neoplasm,HP:0002898,1,0,96,72,2,3143,"WBGENE00008527,WBGENE00016777"
HP,Hypokalemia,HP:0002900,1,0,75,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Hypocalcemia,HP:0002901,1,0,247,72,14,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Hyponatremia,HP:0002902,1,0,58,72,5,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527"
HP,Hyperbilirubinemia,HP:0002904,1,0,394,72,11,3143,"WBGENE00001062,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00014128,WBGENE00016778,WBGENE00021617"
HP,Conjugated hyperbilirubinemia,HP:0002908,1,0,262,72,9,3143,"WBGENE00001062,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00016778,WBGENE00021617"
HP,Elevated hepatic transaminase,HP:0002910,1,0,652,72,16,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00001756,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00011779,WBGENE00013067,WBGENE00014128,WBGENE00018911,WBGENE00018912,WBGENE00019406,WBGENE00021617"
HP,Narrow iliac wing,HP:0002868,1,0,21,72,2,3143,"WBGENE00013072,WBGENE00016306"
HP,Abnormality of chromosome segregation,HP:0002916,1,0,25,72,2,3143,"WBGENE00001695,WBGENE00006953"
HP,Increased CSF protein concentration,HP:0002922,1,0,42,72,1,3143,WBGENE00001500
HP,Elevated circulating thyroid-stimulating hormone concentration,HP:0002925,1,0,206,72,8,3143,"WBGENE00001062,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Abnormality of thyroid physiology,HP:0002926,1,0,501,72,18,3143,"WBGENE00001062,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007753,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00020354,WBGENE00021617"
HP,Impaired sensitivity to thyroid hormone,HP:0002930,1,0,176,72,9,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Distal sensory impairment,HP:0002936,1,0,149,72,7,3143,"WBGENE00001695,WBGENE00002260,WBGENE00006953,WBGENE00009695,WBGENE00012233,WBGENE00013184,WBGENE00016778"
HP,Hemivertebrae,HP:0002937,1,0,73,72,5,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527"
HP,Lumbar hyperlordosis,HP:0002938,1,0,98,72,4,3143,"WBGENE00001642,WBGENE00001695,WBGENE00006953,WBGENE00008527"
HP,Thoracic kyphosis,HP:0002942,1,0,64,72,2,3143,"WBGENE00001642,WBGENE00005013"
HP,Thoracolumbar scoliosis,HP:0002944,1,0,39,72,1,3143,WBGENE00008527
HP,Vertebral fusion,HP:0002948,1,0,62,72,6,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753,WBGENE00008527"
HP,Fused cervical vertebrae,HP:0002949,1,0,22,72,2,3143,"WBGENE00007753,WBGENE00008527"
HP,Vertebral compression fracture,HP:0002953,1,0,76,72,2,3143,"WBGENE00001642,WBGENE00044662"
HP,Autoimmunity,HP:0002960,1,0,446,72,19,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00003662,WBGENE00003671,WBGENE00004507,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008158,WBGENE00008471,WBGENE00008527,WBGENE00010017,WBGENE00010162,WBGENE00013067,WBGENE00016778,WBGENE00021617"
HP,Genu varum,HP:0002970,1,0,246,72,13,3143,"WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00006953,WBGENE00007753,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Abnormal cerebrospinal fluid morphology,HP:0002921,1,0,518,72,10,3143,"WBGENE00001500,WBGENE00001695,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007977,WBGENE00008527,WBGENE00011779"
HP,Melanoma,HP:0002861,1,0,71,72,2,3143,"WBGENE00013072,WBGENE00016306"
HP,Squamous cell carcinoma,HP:0002860,1,0,62,72,2,3143,"WBGENE00013072,WBGENE00016306"
HP,Genu valgum,HP:0002857,1,0,296,72,12,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00006471,WBGENE00007753,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Pathologic fracture,HP:0002756,1,0,63,72,2,3143,"WBGENE00000002,WBGENE00000213"
HP,Recurrent fractures,HP:0002757,1,0,282,72,12,3143,"WBGENE00000002,WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00012516,WBGENE00013067,WBGENE00021617,WBGENE00044662"
HP,Abnormal cartilage morphology,HP:0002763,1,0,56,72,2,3143,"WBGENE00007753,WBGENE00008527"
HP,Abnormal tracheal morphology,HP:0002778,1,0,94,72,1,3143,WBGENE00008527
HP,Tracheomalacia,HP:0002779,1,0,31,72,1,3143,WBGENE00008527
HP,Bronchomalacia,HP:0002780,1,0,21,72,1,3143,WBGENE00008527
HP,Recurrent lower respiratory tract infections,HP:0002783,1,0,176,72,9,3143,"WBGENE00001756,WBGENE00004026,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527,WBGENE00018911,WBGENE00018912"
HP,Tracheobronchomalacia,HP:0002786,1,0,16,72,1,3143,WBGENE00008527
HP,Recurrent upper respiratory tract infections,HP:0002788,1,0,145,72,5,3143,"WBGENE00004026,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Hypoventilation,HP:0002791,1,0,30,72,2,3143,"WBGENE00004026,WBGENE00008527"
HP,Reduced vital capacity,HP:0002792,1,0,17,72,1,3143,WBGENE00004507
HP,Abnormal pattern of respiration,HP:0002793,1,0,844,72,26,3143,"WBGENE00000213,WBGENE00001062,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00004507,WBGENE00004750,WBGENE00006416,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007753,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00010254,WBGENE00012516,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00019406,WBGENE00021617"
HP,Abnormal respiratory system physiology,HP:0002795,1,0,1358,72,42,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00001756,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00004507,WBGENE00004750,WBGENE00006416,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007753,WBGENE00008158,WBGENE00008464,WBGENE00008527,WBGENE00008883,WBGENE00010017,WBGENE00010254,WBGENE00010692,WBGENE00011779,WBGENE00012516,WBGENE00013067,WBGENE00013072,WBGENE00015893,WBGENE00016306,WBGENE00016541,WBGENE00017050,WBGENE00018911,WBGENE00018912,WBGENE00019086,WBGENE00019406,WBGENE00019562,WBGENE00020071,WBGENE00021617,WBGENE00022707"
HP,Osteolysis,HP:0002797,1,0,250,72,12,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00012516,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00021617"
HP,Kyphosis,HP:0002808,1,0,418,72,11,3143,"WBGENE00001642,WBGENE00004026,WBGENE00004750,WBGENE00005013,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527,WBGENE00013072,WBGENE00016306,WBGENE00020354"
HP,Coxa vara,HP:0002812,1,0,117,72,8,3143,"WBGENE00001642,WBGENE00001695,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007753"
HP,Abnormality of limb bone morphology,HP:0002813,1,0,1476,72,36,3143,"WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00002260,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00004507,WBGENE00004750,WBGENE00005013,WBGENE00006416,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007699,WBGENE00007753,WBGENE00007887,WBGENE00007977,WBGENE00008158,WBGENE00008527,WBGENE00009695,WBGENE00010017,WBGENE00011779,WBGENE00012233,WBGENE00013067,WBGENE00013072,WBGENE00013184,WBGENE00016306,WBGENE00016777,WBGENE00016778,WBGENE00019406,WBGENE00021617,WBGENE00044662"
HP,Abnormal B cell morphology,HP:0002846,1,0,63,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Abnormal T cell morphology,HP:0002843,1,0,60,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Recurrent Burkholderia cepacia infections,HP:0002842,1,0,57,72,3,3143,"WBGENE00001756,WBGENE00018911,WBGENE00018912"
HP,Recurrent fungal infections,HP:0002841,1,0,281,72,13,3143,"WBGENE00001062,WBGENE00001756,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00016778,WBGENE00018911,WBGENE00018912,WBGENE00021617"
HP,Flared femoral metaphysis,HP:0002834,1,0,10,72,1,3143,WBGENE00008527
HP,Arthralgia,HP:0002829,1,0,132,72,4,3143,"WBGENE00000213,WBGENE00001500,WBGENE00004026,WBGENE00007753"
HP,Absent pubic hair,HP:0002555,1,0,16,72,1,3143,WBGENE00016777
HP,Multiple joint contractures,HP:0002828,1,0,55,72,3,3143,"WBGENE00004507,WBGENE00011779,WBGENE00020354"
HP,Abnormality of femur morphology,HP:0002823,1,0,469,72,19,3143,"WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007753,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00021617,WBGENE00044662"
HP,Abnormal morphology of the radius,HP:0002818,1,0,167,72,8,3143,"WBGENE00001642,WBGENE00001695,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00008527"
HP,Abnormality of the upper limb,HP:0002817,1,0,1438,72,36,3143,"WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00004507,WBGENE00004750,WBGENE00005013,WBGENE00006416,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007699,WBGENE00007753,WBGENE00007887,WBGENE00007977,WBGENE00008158,WBGENE00008527,WBGENE00009695,WBGENE00010017,WBGENE00011779,WBGENE00012233,WBGENE00012516,WBGENE00013067,WBGENE00013072,WBGENE00013184,WBGENE00016306,WBGENE00016777,WBGENE00016778,WBGENE00019406,WBGENE00020354,WBGENE00021617"
HP,Genu recurvatum,HP:0002816,1,0,36,72,1,3143,WBGENE00001642
HP,Sensory hypersensitivity,HP:5200058,1,0,203,72,2,3143,"WBGENE00003701,WBGENE00008186"
HP,Abnormality of the lower limb,HP:0002814,1,0,1555,72,45,3143,"WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00002260,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00004750,WBGENE00005013,WBGENE00006416,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007699,WBGENE00007753,WBGENE00007977,WBGENE00008158,WBGENE00008464,WBGENE00008527,WBGENE00008883,WBGENE00009695,WBGENE00010017,WBGENE00010254,WBGENE00010692,WBGENE00011779,WBGENE00012233,WBGENE00012516,WBGENE00013067,WBGENE00013072,WBGENE00013184,WBGENE00015893,WBGENE00016306,WBGENE00016541,WBGENE00016778,WBGENE00017050,WBGENE00019086,WBGENE00019406,WBGENE00019562,WBGENE00020071,WBGENE00021617,WBGENE00022707,WBGENE00044662"
HP,Hip dislocation,HP:0002827,1,0,431,72,19,3143,"WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00011779,WBGENE00013067,WBGENE00016778,WBGENE00021617"
HP,Highly arched eyebrow,HP:0002553,1,0,163,72,6,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527,WBGENE00016778"
HP,Incomprehensible speech,HP:0002546,1,0,19,72,1,3143,WBGENE00008527
HP,Retrocollis,HP:0002544,1,0,16,72,1,3143,WBGENE00008527
HP,Abnormal small intestine morphology,HP:0002244,1,0,433,72,20,3143,"WBGENE00000002,WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00001756,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00006953,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00014128,WBGENE00016778,WBGENE00018911,WBGENE00018912,WBGENE00019406,WBGENE00021617"
HP,Abnormal duodenum morphology,HP:0002246,1,0,254,72,12,3143,"WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00006953,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
